Dataset                      Metric                    metric valor    p    k
../datasets_2/kemerer.arff   R2 Score                  -0.105082       1    4
../datasets_2/kemerer.arff   MAE                       69.7592         2    4
../datasets_2/kemerer.arff   Median Absolute Error     70.925          2    4
../datasets_2/kemerer.arff   RMSE                      69.7963         2    4
../datasets_2/kemerer.arff   R2 Score                   0.414771       2    4
../datasets_2/kemerer.arff   MAE                       36.14           1    5
../datasets_2/kemerer.arff   Median Absolute Error     44.08           1    5
../datasets_2/kemerer.arff   RMSE                      39.8143         1    5
../datasets_2/kemerer.arff   R2 Score                   0.482012       1    5
../datasets_2/kemerer.arff   MAE                       75.7533         2    5
../datasets_2/kemerer.arff   Median Absolute Error     82.84           2    5
../datasets_2/kemerer.arff   RMSE                      78.1428         2    5
../datasets_2/kemerer.arff   R2 Score                  -8.38445        2    5
../datasets_2/kemerer.arff   MAE                      340.903          1    6
../datasets_2/kemerer.arff   Median Absolute Error    108.35           1    6
../datasets_2/kemerer.arff   RMSE                     513.921          1    6
../datasets_2/kemerer.arff   R2 Score                  -0.168618       1    6
../datasets_2/kemerer.arff   MAE                       41.7056         2    6
../datasets_2/kemerer.arff   Median Absolute Error     43.65           2    6
../datasets_2/kemerer.arff   RMSE                      44.0804         2    6
../datasets_2/kemerer.arff   R2 Score                   0.666422       2    6
../datasets_2/kemerer.arff   MAE                      333.784          1    7
../datasets_2/kemerer.arff   Median Absolute Error     93.3714         1    7
../datasets_2/kemerer.arff   RMSE                     521.537          1    7
../datasets_2/kemerer.arff   R2 Score                  -0.459781       1    7
../datasets_2/kemerer.arff   MAE                       81.6724         2    7
../datasets_2/kemerer.arff   Median Absolute Error     34.2729         2    7
../datasets_2/kemerer.arff   RMSE                     120.196          2    7
../datasets_2/kemerer.arff   R2 Score                  -1.71893        2    7
../datasets_2/kemerer.arff   MAE                       87.55           1    8
../datasets_2/kemerer.arff   Median Absolute Error     92.2375         1    8
../datasets_2/kemerer.arff   RMSE                      90.8702         1    8
../datasets_2/kemerer.arff   R2 Score                  -3.30278        1    8
../datasets_2/kemerer.arff   MAE                       65.6746         2    8
../datasets_2/kemerer.arff   Median Absolute Error     57.35           2    8
../datasets_2/kemerer.arff   RMSE                      68.5573         2    8
../datasets_2/kemerer.arff   R2 Score                   0.608241       2    8
../datasets_2/kemerer.arff   MAE                       70.1404         1    9
../datasets_2/kemerer.arff   Median Absolute Error     84.9222         1    9
../datasets_2/kemerer.arff   RMSE                      74.6142         1    9
../datasets_2/kemerer.arff   R2 Score                   0.586725       1    9
../datasets_2/kemerer.arff   MAE                       39.4293         2    9
../datasets_2/kemerer.arff   Median Absolute Error     23.1767         2    9
../datasets_2/kemerer.arff   RMSE                      53.8609         2    9
../datasets_2/kemerer.arff   R2 Score                   0.343309       2    9
../datasets_2/cocomo81.arff  MAE                      304.564          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    235.667          1    3
../datasets_2/cocomo81.arff  RMSE                     396.811          1    3
../datasets_2/cocomo81.arff  R2 Score                  -0.878245       1    3
../datasets_2/cocomo81.arff  MAE                      250.923          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    170              2    3
../datasets_2/cocomo81.arff  RMSE                     397.961          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.024746       2    3
../datasets_2/cocomo81.arff  MAE                      927.302          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    184.5            1    4
../datasets_2/cocomo81.arff  RMSE                    2653.27           1    4
../datasets_2/cocomo81.arff  R2 Score                   0.22482        1    4
../datasets_2/cocomo81.arff  MAE                      568.096          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    238.675          2    4
../datasets_2/cocomo81.arff  RMSE                    1008.28           2    4
../datasets_2/cocomo81.arff  R2 Score                   0.6305         2    4
../datasets_2/cocomo81.arff  MAE                      419.966          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    149.4            1    5
../datasets_2/cocomo81.arff  RMSE                    1041.47           1    5
../datasets_2/cocomo81.arff  R2 Score                   0.612592       1    5
../datasets_2/cocomo81.arff  MAE                     1232.86           2    5
../datasets_2/cocomo81.arff  Median Absolute Error    208.2            2    5
../datasets_2/cocomo81.arff  RMSE                    2235.17           2    5
../datasets_2/cocomo81.arff  R2 Score                   0.0650668      2    5
../datasets_2/cocomo81.arff  MAE                      253.985          1    6
../datasets_2/cocomo81.arff  Median Absolute Error    185.333          1    6
../datasets_2/cocomo81.arff  RMSE                     383.709          1    6
../datasets_2/cocomo81.arff  R2 Score                   0.32638        1    6
../datasets_2/cocomo81.arff  MAE                     1063.77           2    6
../datasets_2/cocomo81.arff  Median Absolute Error    216.833          2    6
../datasets_2/cocomo81.arff  RMSE                    2760.1            2    6
../datasets_2/cocomo81.arff  R2 Score                   0.14736        2    6
../datasets_2/cocomo81.arff  MAE                      737.33           1    7
../datasets_2/cocomo81.arff  Median Absolute Error    204              1    7
../datasets_2/cocomo81.arff  RMSE                    1735.85           1    7
../datasets_2/cocomo81.arff  R2 Score                  -0.038478       1    7
../datasets_2/cocomo81.arff  MAE                      655.541          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    242.571          2    7
../datasets_2/cocomo81.arff  RMSE                    1647.53           2    7
../datasets_2/cocomo81.arff  R2 Score                   0.0931337      2    7
../datasets_2/cocomo81.arff  MAE                     1438.5            1    8
../datasets_2/cocomo81.arff  Median Absolute Error    252.875          1    8
../datasets_2/cocomo81.arff  RMSE                    3250.13           1    8
../datasets_2/cocomo81.arff  R2 Score                   0.033294       1    8
../datasets_2/cocomo81.arff  MAE                      604.825          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    204.75           2    8
../datasets_2/cocomo81.arff  RMSE                    1317.28           2    8
../datasets_2/cocomo81.arff  R2 Score                   0.399286       2    8
../datasets_2/cocomo81.arff  MAE                      393.68           1    9
../datasets_2/cocomo81.arff  Median Absolute Error    209.667          1    9
../datasets_2/cocomo81.arff  RMSE                     606.123          1    9
../datasets_2/cocomo81.arff  R2 Score                  -0.903812       1    9
../datasets_2/cocomo81.arff  MAE                      194.865          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    180.778          2    9
../datasets_2/cocomo81.arff  RMSE                     246.362          2    9
../datasets_2/cocomo81.arff  R2 Score                   0.482474       2    9
../datasets_2/china.arff     MAE                     1552.59           1    3
../datasets_2/china.arff     Median Absolute Error    408              1    3
../datasets_2/china.arff     RMSE                    4768.76           1    3
../datasets_2/china.arff     R2 Score                   0.605675       1    3
../datasets_2/china.arff     MAE                     1589.57           2    3
../datasets_2/china.arff     Median Absolute Error    709.333          2    3
../datasets_2/china.arff     RMSE                    3372.74           2    3
../datasets_2/china.arff     R2 Score                   0.794608       2    3
../datasets_2/china.arff     MAE                     1445.44           1    4
../datasets_2/china.arff     Median Absolute Error    765.25           1    4
../datasets_2/china.arff     RMSE                    2447.32           1    4
../datasets_2/china.arff     R2 Score                   0.796535       1    4
../datasets_2/china.arff     MAE                     1326.03           2    4
../datasets_2/china.arff     Median Absolute Error    665.75           2    4
../datasets_2/china.arff     RMSE                    2933.18           2    4
../datasets_2/china.arff     R2 Score                   0.806049       2    4
../datasets_2/china.arff     MAE                     1442.05           1    5
../datasets_2/china.arff     Median Absolute Error    718.3            1    5
../datasets_2/china.arff     RMSE                    2803.99           1    5
../datasets_2/china.arff     R2 Score                   0.741625       1    5
../datasets_2/china.arff     MAE                     1733.41           2    5
../datasets_2/china.arff     Median Absolute Error    670.5            2    5
../datasets_2/china.arff     RMSE                    4291.96           2    5
../datasets_2/china.arff     R2 Score                   0.676335       2    5
../datasets_2/china.arff     MAE                     2112.81           1    6
../datasets_2/china.arff     Median Absolute Error    542.25           1    6
../datasets_2/china.arff     RMSE                    4388.69           1    6
../datasets_2/china.arff     R2 Score                   0.533253       1    6
../datasets_2/china.arff     MAE                     1848.89           2    6
../datasets_2/china.arff     Median Absolute Error    746.917          2    6
../datasets_2/china.arff     RMSE                    3752.82           2    6
../datasets_2/china.arff     R2 Score                   0.691495       2    6
../datasets_2/china.arff     MAE                     1486.16           1    7
../datasets_2/china.arff     Median Absolute Error    476.643          1    7
../datasets_2/china.arff     RMSE                    4492.77           1    7
../datasets_2/china.arff     R2 Score                   0.481082       1    7
../datasets_2/china.arff     MAE                     2103.01           2    7
../datasets_2/china.arff     Median Absolute Error    623.5            2    7
../datasets_2/china.arff     RMSE                    4653.97           2    7
../datasets_2/china.arff     R2 Score                   0.686453       2    7
../datasets_2/china.arff     MAE                     1046.79           1    8
../datasets_2/china.arff     Median Absolute Error    493.312          1    8
../datasets_2/china.arff     RMSE                    1985.48           1    8
../datasets_2/china.arff     R2 Score                   0.643891       1    8
../datasets_2/china.arff     MAE                     1622.89           2    8
../datasets_2/china.arff     Median Absolute Error    730.438          2    8
../datasets_2/china.arff     RMSE                    2824.17           2    8
../datasets_2/china.arff     R2 Score                   0.725777       2    8
../datasets_2/china.arff     MAE                     1595.82           1    9
../datasets_2/china.arff     Median Absolute Error    448.333          1    9
../datasets_2/china.arff     RMSE                    4911.66           1    9
../datasets_2/china.arff     R2 Score                   0.438681       1    9
../datasets_2/china.arff     MAE                     2058.73           2    9
../datasets_2/china.arff     Median Absolute Error    860.167          2    9
../datasets_2/china.arff     RMSE                    4351.62           2    9
../datasets_2/china.arff     R2 Score                   0.676933       2    9
../datasets_2/albrecht.arff  MAE                        4.10667        1    3
../datasets_2/albrecht.arff  Median Absolute Error      4.13333        1    3
../datasets_2/albrecht.arff  RMSE                       4.8948         1    3
../datasets_2/albrecht.arff  R2 Score                   0.308978       1    3
../datasets_2/albrecht.arff  MAE                       12.42           2    3
../datasets_2/albrecht.arff  Median Absolute Error      3.13333        2    3
../datasets_2/albrecht.arff  RMSE                      18.8938         2    3
../datasets_2/albrecht.arff  R2 Score                   0.740958       2    3
../datasets_2/albrecht.arff  MAE                       14.255          1    4
../datasets_2/albrecht.arff  Median Absolute Error      6.8            1    4
../datasets_2/albrecht.arff  RMSE                      19.6764         1    4
../datasets_2/albrecht.arff  R2 Score                   0.202655       1    4
../datasets_2/albrecht.arff  MAE                        3.275          2    4
../datasets_2/albrecht.arff  Median Absolute Error      3.075          2    4
../datasets_2/albrecht.arff  RMSE                       4.2891         2    4
../datasets_2/albrecht.arff  R2 Score                   0.0557051      2    4
../datasets_2/albrecht.arff  MAE                        2.5            1    5
../datasets_2/albrecht.arff  Median Absolute Error      2.34           1    5
../datasets_2/albrecht.arff  RMSE                       2.74889        1    5
../datasets_2/albrecht.arff  R2 Score                   0.718188       1    5
../datasets_2/albrecht.arff  MAE                        5.708          2    5
../datasets_2/albrecht.arff  Median Absolute Error      5.48           2    5
../datasets_2/albrecht.arff  RMSE                       5.75147        2    5
../datasets_2/albrecht.arff  R2 Score                   0.188195       2    5
../datasets_2/albrecht.arff  MAE                        5.61667        1    6
../datasets_2/albrecht.arff  Median Absolute Error      2.21667        1    6
../datasets_2/albrecht.arff  RMSE                       8.99496        1    6
../datasets_2/albrecht.arff  R2 Score                  -0.134391       1    6
../datasets_2/albrecht.arff  MAE                        1.83           2    6
../datasets_2/albrecht.arff  Median Absolute Error      1.48333        2    6
../datasets_2/albrecht.arff  RMSE                       2.35224        2    6
../datasets_2/albrecht.arff  R2 Score                   0.276687       2    6
../datasets_2/albrecht.arff  MAE                        3.21429        1    7
../datasets_2/albrecht.arff  Median Absolute Error      2.45714        1    7
../datasets_2/albrecht.arff  RMSE                       3.75328        1    7
../datasets_2/albrecht.arff  R2 Score                   0.480072       1    7
../datasets_2/albrecht.arff  MAE                       18.4057         2    7
../datasets_2/albrecht.arff  Median Absolute Error      5.27143        2    7
../datasets_2/albrecht.arff  RMSE                      31.0488         2    7
../datasets_2/albrecht.arff  R2 Score                   0.263212       2    7
../datasets_2/albrecht.arff  MAE                       19.645          1    8
../datasets_2/albrecht.arff  Median Absolute Error      4.0375         1    8
../datasets_2/albrecht.arff  RMSE                      33.6436         1    8
../datasets_2/albrecht.arff  R2 Score                   0.128923       1    8
../datasets_2/albrecht.arff  MAE                       18.38           2    8
../datasets_2/albrecht.arff  Median Absolute Error      2.85           2    8
../datasets_2/albrecht.arff  RMSE                      31.0092         2    8
../datasets_2/albrecht.arff  R2 Score                   0.280615       2    8
../datasets_2/albrecht.arff  MAE                        6.59111        1    9
../datasets_2/albrecht.arff  Median Absolute Error      2.18889        1    9
../datasets_2/albrecht.arff  RMSE                      10.8786         1    9
../datasets_2/albrecht.arff  R2 Score                   0.699628       1    9
../datasets_2/albrecht.arff  MAE                        3.95556        2    9
../datasets_2/albrecht.arff  Median Absolute Error      3.03333        2    9
../datasets_2/albrecht.arff  RMSE                       4.51153        2    9
../datasets_2/albrecht.arff  R2 Score                  -0.347585       2    9
../datasets_2/kemerer.arff   MAE                       38.5889         1    3
../datasets_2/kemerer.arff   Median Absolute Error     13.9            1    3
../datasets_2/kemerer.arff   RMSE                      54.548          1    3
../datasets_2/kemerer.arff   R2 Score                   0.500069       1    3
../datasets_2/kemerer.arff   MAE                      394.126          2    3
../datasets_2/kemerer.arff   Median Absolute Error    158.533          2    3
../datasets_2/kemerer.arff   RMSE                     547.137          2    3
../datasets_2/kemerer.arff   R2 Score                  -1.04013        2    3
../datasets_2/kemerer.arff   MAE                       82.2925         1    4
../datasets_2/kemerer.arff   Median Absolute Error     69              1    4
../datasets_2/kemerer.arff   RMSE                      84.781          1    4
../datasets_2/kemerer.arff   R2 Score                   0.606242       1    4
../datasets_2/kemerer.arff   MAE                       16.8167         2    4
../datasets_2/kemerer.arff   Median Absolute Error      9.1            2    4
../datasets_2/kemerer.arff   RMSE                      23.6698         2    4
../datasets_2/kemerer.arff   R2 Score                   0.608683       2    4
../datasets_2/kemerer.arff   MAE                       84.32           1    5
../datasets_2/kemerer.arff   Median Absolute Error     81.96           1    5
../datasets_2/kemerer.arff   RMSE                      84.7564         1    5
../datasets_2/kemerer.arff   R2 Score                   0.398261       1    5
../datasets_2/kemerer.arff   MAE                      363.257          2    5
../datasets_2/kemerer.arff   Median Absolute Error    102.24           2    5
../datasets_2/kemerer.arff   RMSE                     520.11           2    5
../datasets_2/kemerer.arff   R2 Score                  -0.387896       2    5
../datasets_2/kemerer.arff   MAE                       81.2944         1    6
../datasets_2/kemerer.arff   Median Absolute Error     91.8833         1    6
../datasets_2/kemerer.arff   RMSE                      85.7717         1    6
../datasets_2/kemerer.arff   R2 Score                   0.234439       1    6
../datasets_2/kemerer.arff   MAE                      340.453          2    6
../datasets_2/kemerer.arff   Median Absolute Error     72.7667         2    6
../datasets_2/kemerer.arff   RMSE                     524.67           2    6
../datasets_2/kemerer.arff   R2 Score                  -0.169091       2    6
../datasets_2/kemerer.arff   MAE                      369.337          1    7
../datasets_2/kemerer.arff   Median Absolute Error    107.9            1    7
../datasets_2/kemerer.arff   RMSE                     538.687          1    7
../datasets_2/kemerer.arff   R2 Score                  -0.753529       1    7
../datasets_2/kemerer.arff   MAE                      331.222          2    7
../datasets_2/kemerer.arff   Median Absolute Error     63.5286         2    7
../datasets_2/kemerer.arff   RMSE                     520.331          2    7
../datasets_2/kemerer.arff   R2 Score                  -0.145811       2    7
../datasets_2/kemerer.arff   MAE                       73.4954         1    8
../datasets_2/kemerer.arff   Median Absolute Error     82.725          1    8
../datasets_2/kemerer.arff   RMSE                      75.9458         1    8
../datasets_2/kemerer.arff   R2 Score                   0.51925        1    8
../datasets_2/kemerer.arff   MAE                      107.538          2    8
../datasets_2/kemerer.arff   Median Absolute Error     77.425          2    8
../datasets_2/kemerer.arff   RMSE                     124.051          2    8
../datasets_2/kemerer.arff   R2 Score                  -4.9084         2    8
../datasets_2/kemerer.arff   MAE                       27.3707         1    9
../datasets_2/kemerer.arff   Median Absolute Error     14.9789         1    9
../datasets_2/kemerer.arff   RMSE                      32.9033         1    9
../datasets_2/kemerer.arff   R2 Score                   0.814141       1    9
../datasets_2/kemerer.arff   MAE                       75.1222         2    9
../datasets_2/kemerer.arff   Median Absolute Error     78.6667         2    9
../datasets_2/kemerer.arff   RMSE                      77.3776         2    9
../datasets_2/kemerer.arff   R2 Score                  -0.11519        2    9
../datasets_2/cocomo81.arff  MAE                      374.49           1    3
../datasets_2/cocomo81.arff  Median Absolute Error    263.667          1    3
../datasets_2/cocomo81.arff  RMSE                     516.302          1    3
../datasets_2/cocomo81.arff  R2 Score                  -0.618599       1    3
../datasets_2/cocomo81.arff  MAE                      317.179          2    3
../datasets_2/cocomo81.arff  Median Absolute Error     57.3333         2    3
../datasets_2/cocomo81.arff  RMSE                     547.541          2    3
../datasets_2/cocomo81.arff  R2 Score                  -1.84528        2    3
../datasets_2/cocomo81.arff  MAE                      509.819          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    216.75           1    4
../datasets_2/cocomo81.arff  RMSE                     776.54           1    4
../datasets_2/cocomo81.arff  R2 Score                  -1.19952        1    4
../datasets_2/cocomo81.arff  MAE                     1042.78           2    4
../datasets_2/cocomo81.arff  Median Absolute Error    284.925          2    4
../datasets_2/cocomo81.arff  RMSE                    2698.64           2    4
../datasets_2/cocomo81.arff  R2 Score                   0.185527       2    4
../datasets_2/cocomo81.arff  MAE                      215.582          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    140.6            1    5
../datasets_2/cocomo81.arff  RMSE                     304.114          1    5
../datasets_2/cocomo81.arff  R2 Score                   0.108955       1    5
../datasets_2/cocomo81.arff  MAE                      462.231          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    125.4            2    5
../datasets_2/cocomo81.arff  RMSE                    1065.92           2    5
../datasets_2/cocomo81.arff  R2 Score                 -35.9958         2    5
../datasets_2/cocomo81.arff  MAE                      782.331          1    6
../datasets_2/cocomo81.arff  Median Absolute Error    258.5            1    6
../datasets_2/cocomo81.arff  RMSE                    1730.8            1    6
../datasets_2/cocomo81.arff  R2 Score                  -0.0198653      1    6
../datasets_2/cocomo81.arff  MAE                      205.397          2    6
../datasets_2/cocomo81.arff  Median Absolute Error    189.5            2    6
../datasets_2/cocomo81.arff  RMSE                     289.164          2    6
../datasets_2/cocomo81.arff  R2 Score                  -0.177523       2    6
../datasets_2/cocomo81.arff  MAE                      957.603          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    260.971          1    7
../datasets_2/cocomo81.arff  RMSE                    2711.31           1    7
../datasets_2/cocomo81.arff  R2 Score                   0.183608       1    7
../datasets_2/cocomo81.arff  MAE                      435.198          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    200.571          2    7
../datasets_2/cocomo81.arff  RMSE                     787.523          2    7
../datasets_2/cocomo81.arff  R2 Score                  -3.35157        2    7
../datasets_2/cocomo81.arff  MAE                      282.99           1    8
../datasets_2/cocomo81.arff  Median Absolute Error    221.5            1    8
../datasets_2/cocomo81.arff  RMSE                     425.942          1    8
../datasets_2/cocomo81.arff  R2 Score                  -0.0835033      1    8
../datasets_2/cocomo81.arff  MAE                      208.072          2    8
../datasets_2/cocomo81.arff  Median Absolute Error     87              2    8
../datasets_2/cocomo81.arff  RMSE                     370.685          2    8
../datasets_2/cocomo81.arff  R2 Score                   0.520477       2    8
../datasets_2/cocomo81.arff  MAE                      248.463          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    157.889          1    9
../datasets_2/cocomo81.arff  RMSE                     403.415          1    9
../datasets_2/cocomo81.arff  R2 Score                   0.436317       1    9
../datasets_2/cocomo81.arff  MAE                      189.733          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    121.089          2    9
../datasets_2/cocomo81.arff  RMSE                     355.538          2    9
../datasets_2/cocomo81.arff  R2 Score                   0.470366       2    9
../datasets_2/china.arff     MAE                     1771.42           1    3
../datasets_2/china.arff     Median Absolute Error    579.5            1    3
../datasets_2/china.arff     RMSE                    3967.25           1    3
../datasets_2/china.arff     R2 Score                   0.680606       1    3
../datasets_2/china.arff     MAE                     1925.03           2    3
../datasets_2/china.arff     Median Absolute Error    641.667          2    3
../datasets_2/china.arff     RMSE                    4690.41           2    3
../datasets_2/china.arff     R2 Score                   0.732574       2    3
../datasets_2/china.arff     MAE                     1349.23           1    4
../datasets_2/china.arff     Median Absolute Error    480              1    4
../datasets_2/china.arff     RMSE                    2823.55           1    4
../datasets_2/china.arff     R2 Score                   0.792498       1    4
../datasets_2/china.arff     MAE                     1204.2            2    4
../datasets_2/china.arff     Median Absolute Error    629.375          2    4
../datasets_2/china.arff     RMSE                    2054.41           2    4
../datasets_2/china.arff     R2 Score                   0.82171        2    4
../datasets_2/china.arff     MAE                     1603.75           1    5
../datasets_2/china.arff     Median Absolute Error    663.3            1    5
../datasets_2/china.arff     RMSE                    3316.82           1    5
../datasets_2/china.arff     R2 Score                   0.670607       1    5
../datasets_2/china.arff     MAE                     2301.28           2    5
../datasets_2/china.arff     Median Absolute Error    897              2    5
../datasets_2/china.arff     RMSE                    5009.63           2    5
../datasets_2/china.arff     R2 Score                   0.675896       2    5
../datasets_2/china.arff     MAE                     1339.42           1    6
../datasets_2/china.arff     Median Absolute Error    501.583          1    6
../datasets_2/china.arff     RMSE                    2525.55           1    6
../datasets_2/china.arff     R2 Score                   0.774067       1    6
../datasets_2/china.arff     MAE                     2057.18           2    6
../datasets_2/china.arff     Median Absolute Error    889              2    6
../datasets_2/china.arff     RMSE                    3659.12           2    6
../datasets_2/china.arff     R2 Score                   0.677787       2    6
../datasets_2/china.arff     MAE                     1512.59           1    7
../datasets_2/china.arff     Median Absolute Error    638.5            1    7
../datasets_2/china.arff     RMSE                    2780.22           1    7
../datasets_2/china.arff     R2 Score                   0.73634        1    7
../datasets_2/china.arff     MAE                     1702.85           2    7
../datasets_2/china.arff     Median Absolute Error    617.286          2    7
../datasets_2/china.arff     RMSE                    3694.3            2    7
../datasets_2/china.arff     R2 Score                   0.712713       2    7
../datasets_2/china.arff     MAE                     1493.8            1    8
../datasets_2/china.arff     Median Absolute Error    531              1    8
../datasets_2/china.arff     RMSE                    3558.01           1    8
../datasets_2/china.arff     R2 Score                   0.752385       1    8
../datasets_2/china.arff     MAE                     1907.33           2    8
../datasets_2/china.arff     Median Absolute Error    688.375          2    8
../datasets_2/china.arff     RMSE                    3933.85           2    8
../datasets_2/china.arff     R2 Score                   0.63136        2    8
../datasets_2/china.arff     MAE                     1685.04           1    9
../datasets_2/china.arff     Median Absolute Error    555.778          1    9
../datasets_2/china.arff     RMSE                    3717.25           1    9
../datasets_2/china.arff     R2 Score                   0.559447       1    9
../datasets_2/china.arff     MAE                     2074.53           2    9
../datasets_2/china.arff     Median Absolute Error    867.056          2    9
../datasets_2/china.arff     RMSE                    5017.09           2    9
../datasets_2/china.arff     R2 Score                   0.610082       2    9
../datasets_2/albrecht.arff  MAE                        6.57333        1    3
../datasets_2/albrecht.arff  Median Absolute Error      4.33333        1    3
../datasets_2/albrecht.arff  RMSE                       9.18199        1    3
../datasets_2/albrecht.arff  R2 Score                   0.586311       1    3
../datasets_2/albrecht.arff  MAE                       11.66           2    3
../datasets_2/albrecht.arff  Median Absolute Error      4.16667        2    3
../datasets_2/albrecht.arff  RMSE                      17.4206         2    3
../datasets_2/albrecht.arff  R2 Score                   0.739018       2    3
../datasets_2/albrecht.arff  MAE                        6.865          1    4
../datasets_2/albrecht.arff  Median Absolute Error      5.4            1    4
../datasets_2/albrecht.arff  RMSE                       9.42103        1    4
../datasets_2/albrecht.arff  R2 Score                   0.094069       1    4
../datasets_2/albrecht.arff  MAE                        5.465          2    4
../datasets_2/albrecht.arff  Median Absolute Error      5.075          2    4
../datasets_2/albrecht.arff  RMSE                       5.96543        2    4
../datasets_2/albrecht.arff  R2 Score                   0.801727       2    4
../datasets_2/albrecht.arff  MAE                        9.108          1    5
../datasets_2/albrecht.arff  Median Absolute Error      5.9            1    5
../datasets_2/albrecht.arff  RMSE                      11.9621         1    5
../datasets_2/albrecht.arff  R2 Score                   0.705685       1    5
../datasets_2/albrecht.arff  MAE                        6.252          2    5
../datasets_2/albrecht.arff  Median Absolute Error      6.54           2    5
../datasets_2/albrecht.arff  RMSE                       7.65909        2    5
../datasets_2/albrecht.arff  R2 Score                   0.576482       2    5
../datasets_2/albrecht.arff  MAE                       15.8267         1    6
../datasets_2/albrecht.arff  Median Absolute Error      4.23333        1    6
../datasets_2/albrecht.arff  RMSE                      27.6016         1    6
../datasets_2/albrecht.arff  R2 Score                   0.475993       1    6
../datasets_2/albrecht.arff  MAE                       32.4            2    6
../datasets_2/albrecht.arff  Median Absolute Error      5.06667        2    6
../datasets_2/albrecht.arff  RMSE                      48.418          2    6
../datasets_2/albrecht.arff  R2 Score                  -0.199763       2    6
../datasets_2/albrecht.arff  MAE                       16.8943         1    7
../datasets_2/albrecht.arff  Median Absolute Error      4.48571        1    7
../datasets_2/albrecht.arff  RMSE                      30.0885         1    7
../datasets_2/albrecht.arff  R2 Score                   0.391693       1    7
../datasets_2/albrecht.arff  MAE                       19.2114         2    7
../datasets_2/albrecht.arff  Median Absolute Error      5.27143        2    7
../datasets_2/albrecht.arff  RMSE                      32.2879         2    7
../datasets_2/albrecht.arff  R2 Score                   0.232354       2    7
../datasets_2/albrecht.arff  MAE                        9.795          1    8
../datasets_2/albrecht.arff  Median Absolute Error      6.85           1    8
../datasets_2/albrecht.arff  RMSE                      13.382          1    8
../datasets_2/albrecht.arff  R2 Score                   0.466273       1    8
../datasets_2/albrecht.arff  MAE                        6.36           2    8
../datasets_2/albrecht.arff  Median Absolute Error      7.2875         2    8
../datasets_2/albrecht.arff  RMSE                       6.59417        2    8
../datasets_2/albrecht.arff  R2 Score                   0.0596549      2    8
../datasets_2/albrecht.arff  MAE                        8.71111        1    9
../datasets_2/albrecht.arff  Median Absolute Error      8.36667        1    9
../datasets_2/albrecht.arff  RMSE                      11.3837         1    9
../datasets_2/albrecht.arff  R2 Score                  -0.312507       1    9
../datasets_2/albrecht.arff  MAE                       22.1133         2    9
../datasets_2/albrecht.arff  Median Absolute Error      8.96667        2    9
../datasets_2/albrecht.arff  RMSE                      33.4733         2    9
../datasets_2/albrecht.arff  R2 Score                   0.0237589      2    9
../datasets_2/kemerer.arff   MAE                       77.7            1    3
../datasets_2/kemerer.arff   Median Absolute Error     83.7667         1    3
../datasets_2/kemerer.arff   RMSE                      79.2501         1    3
../datasets_2/kemerer.arff   R2 Score                   0.323469       1    3
../datasets_2/kemerer.arff   MAE                       42.1556         2    3
../datasets_2/kemerer.arff   Median Absolute Error     26.9333         2    3
../datasets_2/kemerer.arff   RMSE                      54.9462         2    3
../datasets_2/kemerer.arff   R2 Score                  -1.19818        2    3
../datasets_2/kemerer.arff   MAE                      115.625          1    4
../datasets_2/kemerer.arff   Median Absolute Error    107.075          1    4
../datasets_2/kemerer.arff   RMSE                     116.629          1    4
../datasets_2/kemerer.arff   R2 Score                 -36.5407         1    4
../datasets_2/kemerer.arff   MAE                       67.6833         2    4
../datasets_2/kemerer.arff   Median Absolute Error     75.425          2    4
../datasets_2/kemerer.arff   RMSE                      81.7783         2    4
../datasets_2/kemerer.arff   R2 Score                   0.192962       2    4
../datasets_2/kemerer.arff   MAE                      334.257          1    5
../datasets_2/kemerer.arff   Median Absolute Error     88              1    5
../datasets_2/kemerer.arff   RMSE                     511.907          1    5
../datasets_2/kemerer.arff   R2 Score                  -0.20993        1    5
../datasets_2/kemerer.arff   MAE                      375.217          2    5
../datasets_2/kemerer.arff   Median Absolute Error    134.34           2    5
../datasets_2/kemerer.arff   RMSE                     530.753          2    5
../datasets_2/kemerer.arff   R2 Score                  -0.559519       2    5
../datasets_2/kemerer.arff   MAE                      117.968          1    6
../datasets_2/kemerer.arff   Median Absolute Error     91.3167         1    6
../datasets_2/kemerer.arff   RMSE                     138.007          1    6
../datasets_2/kemerer.arff   R2 Score                  -2.57229        1    6
../datasets_2/kemerer.arff   MAE                      380.964          2    6
